CapableOf
clairvoyant	sense_distant
gay_men	marry
switch	turn_on
gifts	please_people
two_people	make_couple
bishop	kill_rook
soccer_players	win_matches
lockpick	pick_lock
customer	order_item
nudist	wear_nothing
table_cloth	cover_table
person	take_input
friends	leave
salesman	price_merchandise
chair	touching_wall
worker	bottle_water
person	feel_sheepish
factory	bottle_medicine
humans	talk
car_owner	wash_car
person	teach_peace
helicoptors	fly
weaponsman	arm_bomb
bone	break_tooth
paper	burn
person	drink_liquids
gardener	plant_cabbages
cannula	deliver_fluids
experts	train_novices
person	shake_hand
newspaper	communicate
distributor	ship_merchandise
dialects	include_slang
bus	near_terminal
clock	continue_ticking
stomachs	called_tummies
guns	even_odds
horn	blaring
mosquitos	spread_disease
following_procedures	reduce_errors
ali	double_furniture
zoologists	name_species
endangered_species	die_out
frugal_people	save_coupons
post_office	ship_boxes
carpenter	build_stable
reptoids	gain_weight
person	leave_home
police_force	arm_officers
soap	liquid
priests	ring_bells
edges	hurt
somebody	go_camping
students	understand_lessons
pupil	study_lesson
students	study_books
red_light	stop_cars
people	state_opinions
social_events	involve_restaurant
hammers	hit
mike	wears_sunglasses
paper	cover_stone
spilt_food	stain_clothing
person	visit_relatives
dams	control_rivers
shock	quiet_noisey
people	note_facts
cat	corner_rat
person	eat_vegetable
george	call_sister
infant_humans	smile
harley_davidson	manufactur_motorcycles
lies	anger_judge
person	realise_truth
paper_receptical	hold_letters
prisoner	receive_pardon
humans	own_shoes
private_investigator	tail_suspect
person	shoulder_blame
washing_machines	tear_clothes
doctors	notice_symptoms
traveller	board_boat
person	finish_task
cats	corner_mice
most_adults	tie_shoes
telephone_operator	page_people
tourists	view_scenery
corn	feed_chicken
movie	touch
grass	stain_clothes
person	sign_agree
criminal	plan_crime
medicine	slow_disease
hard_workers	receive_recognition
pupils	master_writing
lovers	part_ways
root	man_init
packers	box_items
stove	heat_meal
christian	forgive
gardener	water_plants
insects	buzz
student	pay_teacher
person	catch_bass
spring	spring_up
painter	coat_walls
little_alcohol	cloud_thinking
mentor	school_child
guitarist	play_guitar
retailers	charge_tax
judge	fine_damages
country	ruling_waves
card	accompanies_gift
person	analyze_text
spicy_foods	require_stirring
small_details	matter_lot
people	err
customer	price_car
stagehand	open_curtains
people	join_organizations
towel	dry_dishes
writers	complete_novels
pandas	digest_bamboo
arms	carry_bundle
planes	fly
programmer	write_ai
doubt	cloud_issue
teacher	grade_students
engineer	bring_drawing
warehouseman	store_boxes
helicopters	land_anywhere
person	fear_revenge
salesman	price_car
performers	thank_audience
moses	part_sea
predator	tail_prey
science	date_object
grocer	bag_groceries
factory_worker	machine_screws
maid	hang_clothes
person	arm_himself
birds	head_south
poison	kill_humans
networks	join_computers
people	roll_joint
commuter	board_train
police	guard_prisoners
happy_song	make_happy
lumberjack	cutting_wood
painter	do_painting
poet	flower_page
lovers	kissing
army	rise_up
blood_tests	measure_cholesterol
dogs	defend
elephants	fear_mice
grandson	save_earnings
ideology	change_society
musician	perfect_song
people	smell_roses
something_you	take_time
cheats	win_unfairly
jazz_man	play_music
tills	push_soil
parrots	talk_with
judge	sentence_criminal
parent	give_present
person	make_sense
dogs	reproduce
person	battle_person
child	wet_pants
artist	produce_painting
printers	print
nurse	page_doctor
fog	cloud_windshield
late_riser	miss_carpool
manufacturers_today	use_lasers
anyone	voice_opinions
water	spring_forth
manufacturing_company	ship_products
biulding	create_product
ushers	seat_people
hot_iron	burn_shirt
lady	sing_blues
dog	bite
brother	protect
prune_juice	wet_cloth
cook	warm_food
one	better_oneself
sailors	weather_storm
rose	flower_room
patient	appear_better
person	drive_lorry
people	plant_flowers
trainer	condition_racehorse
practice	perfect_challenge
who	face_music
birdwatcher	watch_bluejay
grape	taste_sour
judge	decide_law
boxes	store_stuff
number	equal_number
minivans	seat_seven
people	lend_items
troops	storm_walls
pirate	share_loot
technician	set_alarm
business	increase_sales
people	agree
anyone	judge_person
sick_person	throw_up
flower	drop_petals
lion	roar
trail_guide	hurry_along
person	wear_anorak
liquids	vaporized
painter	picture_scene
clerk	stock_merchandise
person	absorb_moisture
lawyer	question_witness
alcohol	fool
anyone	enter_shop
person	journey_afar
wolves	hunt_rabbits
evian	bottle_water
people	eat_sharks
pictures	showing_nudity
brakes	stop_vehicles
ballplayer	fix_game
cancer	spread
clerk	charge_money
sharp_prow	part_waves
what_steps	cool_issue
person	speak_lies
signpainter	letter_sign
propellers	turn_water
pepper	many_colors
shipping_company	ship_goods
brokers	wedge_bonds
person	destory_computer
visigoths	storm_castle
sharks	eat_people
supplier	sell_goods
child	tie_shoes
we	laugh_together
human	count_money
humans	share
sex	wonderful_thing
person	give_money
even_child	iron_clothes
hummingbirds	fly_backwards
nature	pruty
quilter	piece_quilt
annoying_children	try_caretakers
baby	cry_loud
grandchild	visit_grandparent
winner	succeed_at
farmer	raise_corn
sportsman	reach_finish
humans	think
pilot	land_plane
film	coat_surface
shopping_bag	hold_groceries
extreme_sports	kill_athlete
young_person	join_army
school	bus_students
basketball_player	guard_opponent
female	produce_eggs
babies	speak_gibberish
reader	open_book
prisoner	count_days
striker	ring_bell
audiences	quiet_down
blacksmiths	shoe_horses
meal	near_perfection
baker	bake_cake
artist	letter_poster
powergen	supply_gas
scuba_diver	paint_car
ice_cream	delight_child
horses	pull_carts
knife	spread_butter
political_party	contest_election
boats	sink
tailor	dress_lady
child	break_toy
computer	make_decisions
thief	steal
child	ask_question
people's_spirits	bottom_out
people	make_friends
scientist	discover_star
humans	coding
waiter	offer_menu
owner	welcome_customer
leash	control_dog
construction_worker	wall_room
fire	destroy_forest
marriage	breaking_up
speakers	voice_opinions
candle	emit_light
boss	storm_in
teacher	state_facts
children	act_silly
airplane	bank_quickly
barack_obama	give_speeches
celebrities	attract_attention
author	finish_book
anyone	pass_gas
cows	mother_calves
pupa	become_butterfly
somone	burn_candle
emu	walk_backwards
gardener	dig_hole
internet	stream_video
fellatio	advance_career
god	love
godzilla	destroy_tokyo
disagreements	cause_polarization
level	true_table
lightning	cause_fire
child	board_schoolbus
dog	come_home
bob	eat_apple
electronic_device	require_electricity
mom	cook_dinner
monitors	show_text
wall	stop_car
multimedia	stream_video
proctor	time_exam
hyenas	laugh_loudly
kids	press_playdough
dogs	sense_hostility
gardeners	water_plants
salesperson	use_phone
homeowner	own_home
stream	branch_off
liquid	boil
astronomers	study_stars
jerks	push_limits
people	watch_stars
scientist	discover_new
money	buy_computers
companion	life_mate
dishonest_scientest	doctor_data
in_winter	snows
exhibitionist	raise_skirt
audience	hear_announcer
suppliers	ship_products
rocks	break_windows
tape	backing_photo
factories	produce_lot
butcher	salt_pork
student	pass_course
accusations	shade_results
people	smell_petrol
computer	cast_shadow
bull	servicing_cow
water_tap	fill_pot
hot_coals	cook_food
family	plan_vacation
newspaper	list_advertisers
player	best_opponent
program	mine_database
cars	leave_roads
politician	running_campaign
good_samaritan	help_stranger
kids	become_adults
underdog	try_win
tape	record_sounds
gundog	find
people	name_children
pens	letter_pages
anyone	lose_keys
eye_candy	delight_mind
scientist	note_numbers
cloud	shade_building
torturer	subject_victim
oven	roast
pet_dog	run_away
politician	look_honest
president	elected_official
advertisements	annoy
theory	disproven
smoke_inhalation	kill_person
student	fail_trigonometry
wet_hair	smell_bad
words	form_sentence
projector	show_movies
mechanic	tune_brakes
blanket	cover_head
sally	jump_bones
revelers	throw_glowsticks
photos	record_weddings
gymnist	bend_over
native	means_indigenous
eunuch	strike_gong
broker	trade_stock
falling	hurt
true_believers	doubt_others
businessman	land_contract
person	train_dog
chef	prepare_spaghetti
student	think_lot
carpenter	saw_lumber
no_vegetable	see
combs	part_hair
dogs	mark_trees
bored_person	watch_clock
excerciser	work_out
ideas	divide_countries
friend	offer_solace
hot_water	burn_hands
medicine	lower_cholesterol
firefighter	pull_hose
passengers	board_bus
dog	circle_tree
people	suffer_pain
child	thank_parents
butchers	dress_meat
people	speak_about
people	speak_languages
wine_maker	pressing_grapes
gentle_support	warm_heart
sue	succeed_bob
dogs	trained
expert	answer_question
we	state
clog	slow_flow
people	believe_ideas
person	act_responsibly
actor	picture_scene
bishop	kill_pawn
crowbar	force_door
boat	cross_river
cashier	price_item
tom	face_sam
oarsman	row_boat
radar	position_target
politicians	talk_nonsense
singer	sing_ballad
governments	govern_peasants
ex_president	face_wife
human	eat_spaghetti
people	fool_eachother
bomb	go_boom
bartender	shake_drink
eating_rotten	make_vomit
cat	eat_mice
people	become_hysterical
court_decisions	anger_plaintiffs
chimney	smoke
where	stay_night
child	do_chores
drugs	enhance_perception
drugs	lower_i.q
drummer	follow_tune
ferrier	shoe_horse
janitor	clean_sink
dog	chase_ball
clouds	bring_rain
money	buy_commodity
clerk	mine_files
compact_disk	play_music
pyro	offer_light
jock_strap	cup_genitals
car	hit_pedestrian
clock	working_correctly
child	plant_flower
hunter	bag_animal
policeman	notice_crime
person	drop_thing
misers	count_money
customer	pay_merchant
bulldozer	even_ground
loving_heart	bring_peace
person	act_strangely
quarterback	group_offense
card_sharp	deal_cards
fire	stop_show
postman	ring_twice
sudden_shower	surprise_swimmers
lonely_person	value_companionship
teacher	group_readers
person	quiet_children
professors	school_students
when_camp	go_canoeing
instrument	tell_reading
runner	start_race
snow	cover_ground
surgeon	hold_scalpal
words	hurt_feelings
soap	wash_hands
marching	accompanies_music
scientist	discover_germ
pompous_person	drop_names
children	trade_toys
nuclear_bombs	destroy_buildings
dog	turn_over
psychiatrist	end_session
person	buy_wig
store	ship_goods
police	tail_suspect
christians	believe_jesus
computer	stream_media
experts	tell_lot
person	further_cause
mayor	present_award
top_player	best_field
friend	come_over
person	analyze_poem
transfusions	save_lives
something_you	make_time
friends	share_secrets
music	provide_comfort
knife	divide_bread
will	pass_ball
scientist_will	observe_nature
kite	fly
older_people	need_glasses
person	eye_person
child's_cry	break_silence
people	like_popcorn
telescope	uses_mirrors
student	doubt_teacher
honest_person	walk_talk
students	busy_teacher
politician	give_speech
bully	box_ears
concrete	feel_rough
observant_person	spot_imposter
people	burn_waste
scientist	doubt_religion
wind	blow_leaves
librarians	list_books
people	make_art
humans	draw
accidents	happen_anytime
actor	pretend
tv	control_minds
lackies	reproduce_too
emotions	cloud_logic
student	gain_experience
hair	turn_grey
dog_lover	train_dog
invalid	read
cook	perfect_recipe
hypochondriac	experiences_humdudgeons
sex	delight_nearly
words	state_feelings
purse	hold_money
ball	play_with
alcohol	burn
judges	settle_arguments
clergymen	doubt_scripture
person	look_around
teacher	clear_blackboard
people	thank_god
gasoline	power_car
fruit	keep_fresh
jealousy	destroy_relationship
person	finishing_dinner
human	light_candle
mental_illness	change_feelings
people	gay
lizzard	detach_tail
fence	border_property
parent	meeting_teacher
knifemaker	blue_knife
faucet	break
laughter	break_silence
waves	destroy_sandcastles
when_camping	need
fans	rush_stage
guarantee	double_money
heat	thin_ice
holidays	bring_happiness
airplane_seats	recline
dog	become_pet
lady	wave_hand
anyone	breathe
principle	govern_actions
cars	roll_downhill
ink	stain_clothes
workmen	labor_hard
cat	scratch
machine	bottle_soda
solid_things	break
failure	destroy_hope
people	step_back
adultery	destroy_marriages
guard	guard_bank
so	get_to
tongue	taste_flavour
celebrity	meet_fan
person	catch_fish
salesman	trade_car
people	study_animals
child	delight_audience
brownies	give_thiamin
person	state_fact
people	airing_complaints
passenger	board_vessel
dryer	dry_socks
person	land_plane
pharmacists	sell_drugs
blanket	warm_person
bored_people	start_trouble
hope	bring_fortune
rock_star	sign_picture
lpolitician	lead_country
hose	wet_carpet
words	hurtful
elected_officials	govern_country
electricity	short_fuse
host	welcome_guest
person	attempt_suicide
deacon	pass_plate
tree	branch_out
people	air_sheets
muslim_nations	arm_terrorists
full_moon	light_sky
director	produce_film
horses	jump_obstacles
rasta	grow_marihuana
headphones	produce_sound
how_look	matter_lot
brownies	give_protein
bad_drivers	slow_traffic
clapper	ring_bell
carpenter	box_window
water	fill_bucket
human	form_sentance
we	run_gamut
professor	answer_question
person	free_animal
woman's_jeans	fit_well
mechanic	oil_machine
cats	fight_dogs
bride	marry_groom
offender	face_consequences
one's_self	view_consciously
boring_speaker	labor_idea
jockey	play_game
mover	box_belongings
football_coach	shout_loudly
we	hear_music
person	play_saxaphone
scientist	prove_theory
people	trip_over
timer	end_game
rain	make_wet
leader	govern_justly
john_boy	mail_letter
actor	act_badly
patterns	signify_authorship
ladders	fall_over
waitresses	clear_tables
phone_call	near_conclusion
wet_paint	stain_clothes
artist	perfect_technique
ticket_holders	enter_theater
authentic_source	carry_weight
phones	ring
policeman	find_victim
dignitaries	sign_resolution
rabbit	bite_hand
priest	marry_couple
dog	run
mechanics	oil_gears
breeder	show_dog
moses	part_waters
guru	explain_paradox
worker	go_home
voters	back_candidate
manager	lower_prices
shit	happen_to
weather	fine_up
parent	lift_child
car	hit_cliff
students	please_professors
soldier	ready_rifle
president	lead_country
width	equal_girth
hugs	express_love
humans	hear_sounds
letterboxes	fit_mail
chemical_reaction	produces_heat
compromise	end_argument
ignorance	anger_people
santa	leave_presents
fear	stop_people
worms	eat
dogs	mother_puppies
car	set_off
farmer	seed_plants
flame	burn_skin
down	fill_pillow
humans	eat_meat
child	dress_dolls
computers	teach
lords	own_servants
leader	rule_place
noise	sound_pleasant
children	wonder_why
musician	sing_cappella
goalie	clear_crease
citizen	voice_opinion
computer_operator	press_key
damaged_body	feel_pain
assholes	blowing_smoke
amish_people	raise_barn
broken_glass	cut_skin
performers	dance_ballets
spreadsheet	sort_numbers
sharp_trader	corner_market
animals	sense_danger
server	forward_mail
dogs	guard_house
top	right_itself
understanding	bridge_cultures
hares	race_turtles
kid	roll_ball
fire	warm_up
person	eat_cheese
children	dress_themselves
guns	deadly_weapons
open_window	airing_room
humans	appreciate
washing_machine	wash_clothes
solicitors	advertise_services
knife	cut_apple
database	sort_records
friends	keep_secrets
jockey	ride_horse
people	battle_adversaries
ice	harm_humans
cat	watch_mouse
tea	streaming_hot
inventor	perfect_creation
vexatious_litigant	scream
reader	continue_story
pharmacists	dispense_drugs
death	last_forever
hungry_person	finish_meal
people	share_opinions
person	answer_telephone
rich	buy
dentist	wash_hands
humans	smell_scents
professor	chair_department
cobbler	produce_shoes
fingers	touch_hair
living_human	breathe
events	happen_frequently
investor	double_money
alien	look_scary
riding_bike	good_exercise
cat	chase_mice
person	page_person
ceo	chair_meeting
we	wave_flag
people	except_compromise
charity	feed_homeless
weightlifter	weight_lift
person	arm_weapon
sailor	man_deck
bird	prepare_nest
cook	eye_baking
anyone	become_president
country	arm_rebellion
dirt	cover_coffin
fire_ants	bite_humans
astronomer	note_star
wheels	rolling_objects
leafblower	sound_noisy
store	selling_books
people	share_knowledge
person	pay_grocer
playgoers	visit_theater
book	include_index
person	need_air
poem	touch_heart
arsonist	light_building
jeep	climb_hills
mistake	anger_person
sailor	board_ship
mom	mother_baby
student	pass_question
person	climb_stairs
children	race_eachother
good_athlete	best_amateur
fire	burn_house
consierges	welcome_guests
ships	carry_people
thorn	prick
teens	smoke
two_halves	equal_whole
winner	place_first
dark	produce_anxiety
innocent	sleep_through
hives	do_gig
musician	record_music
driver	honk_horn
farmer	run_tractor
accountant	count_profits
investigator	gathering_facts
farmer	fence_cattle
people	donate
teacher	pass_student
sharp_objects	dangerouse
child	bug_mother
lonely_lady	drink_margaritas
leader	govern_people
female_secretaries	wear_dress
crying	prove_useless
turbine	turn_propeller
bands	play_song
child	wave_goodbye
people	spread_preserves
smart_bureaucrat	follow_protocol
humans	get_tired
witnesses	report_crime
surprises	happen_unexpectedly
person	receive_letter
candle	light_way
citizen	follow_law
leaders	exploit_followers
sentences	include_verbs
enemies	trade_insults
water	coursing_downhill
judges	settle_argument
person	blow_horn
person	lie_down
revolutionary	free_country
owl	hear_mouse
furniture	give_out
cannibals	can_cannibals
pilot	land_airplane
brother	needle_sister
customer	order_dinner
people	borrow_materials
people	eat_eggs
grandma	cook_turnips
horse	remember_helped
sharpshooter	bag_rabbit
cold_glass	wet_tabletop
artist	letter_sign
hammer	breaking_glass
removing_label	void_warranty
traveler	arrive_home
cheese	salad_dressing
patient	battle_illness
people	eat_vegetables
people	receive_gift
bullies	become_criminals
airplane_seat	reclined
tries	measure_up
in_oregon	rain_often
hand	hold_items
people	smoke_pot
hand	hold_shovel
baby	arrive_early
hunters	kill_deer
dogs	appear_intelligent
army	arm_troops
duct_tape	fix
swimmer	backstroke
judge	fine_person
stubborn_person	right_wrong
cook	salt_soup
iron	press_clothes
polyamourous_people	live_together
people	experience_sex
memory	last_forever
student	better_grade
volunteers	join_committee
condoms	cover_penises
hardy_sailor	weather_storm
few_facts	lend_credence
bomb_threat	clear_building
people	dance_well
cook	brown_meat
animals	reproduce_asexually
child	play_hero
weather_patterns	change
child	butter_toast
computer_program	check_spelling
witness	sound_alarm
children	play_leapfrog
animals	fly
adult_birds	feed_chicks
people	wiggle_toew
athlete	play_lacrosse
responsible_adult	mind_child
fire	heat_metal
gardner	water_plants
fire	heat_house
eye	cry_tears
anyone	pick_nose
abusive_husband	hit_wife
arm	lift_fork
chains	move_wheels
baby	play_peekaboo
work	distance_lovers
peace_talks	end_war
fighter	fight
buckets	hold_water
tortise	race_hare
lottery_winner	experience_riches
ax	hurt_person
candle	fire_hazard
dog	smell_drugs
teacher	explain_topic
cars	spend_gas
criminal	face_accusers
ink	stain_cloth
rodent	age_rapidly
uncle	call_niece
whorehouse	fun
higher_degree	further_career
house	winter_storm
nurse	resuscitate
not_studying	lower_grades
person	try_again
bread	rise_slowly
terrorists	killed
child	visit_grandparents
manufacturers	number_products
sick_person	fight_sickness
lifeguards	save_swimmers
wireless_terminal	request_url
car	get_stolen
person	go_insane
athlete	run_fast
battery	power_camcorder
chefs	bread_chicken
smart_person	remember_facts
people	lose_touch
superman	best
person	iron_shirt
person	picture_scene
bird	head_south
dairy_producer	milk_cows
having_sex	give_joy
tennis_player	master_serve
fabric	wear_out
person	position_object
bullet	destroy_life
gentleman	seat_lady
bell	sound_alarming
people	doubt_themselves
fire	destroy_things
landlord	let_flat
context	matter_lot
school_board	form_committee
leader	guide_followers
reporter	report_news
people	gain_weight
christian	bring_offering
music	move_feelings
internet	find_informations
worker	receive_raise
spit	wet_mouth
anyone	celebrate_st
factory	produce_cars
cheese	smell_badly
mom	mother_child
teacher	explain_subject
steel	rust
rock	trip_runner
thief	attempt_penury
cars	crossing_bridge
coach	backing_player
turners	machine_metals
two_people	see_compromise
retardant	slow_process
password	arm_missle
young_children	grow_sleepy
something_you	make_trouble
worker	join_union
matches	light_campfire
fat_person	lose_weight
fire	cremate_humans
musician	record_song
quarterback	pass_footbal
operator	direct_call
children	read_stories
children	watch_clock
fish	eat_plankton
we	part_ways
nephews	misbehave
soliloquy	begin_play
person	study_greek
boss	page_employee
detectives	wear_suits
student	master_subject
teacher	field_question
frog	catch_fly
vicar	gather_herd
fishmonger	sell_haddock
we	honor_promise
weiner_dogs	bite
car	seat_riders
youi	strike_back
fighter	best_opponent
facts	scape
spilt_alcohol	hurt_finish
bread	get_stale
computer	control_model
loud_noises	hurt
ninjas	stop_lawnmowers
pinochle_player	order_cards
tailor	iron_clothing
anyone	strike_match
leader	control_population
good_chef	perfect_recipe
hardware_store	supply_plumber
certain_foods	taste_delicious
reptoids	run_fast
steamer	stream_vegetables
understudy	double_role
child	anger_parent
ice	freeze_meat
radio	tells_news
story	quiet_children
pilots	land_airplane
only_doctor	explain_satisfactorily
car	turn_around
accident	stop_traffic
player	passing_card
people	part_company
most_items	fall_down
religions	suppress_ideas
christian	sin
computers	run_machines
child	peek_boo
liberator	free_enslaved
photographer	position_person
student	begin_project
heater	heat_room
simple_switch	control_electricity
ink_pens	leak
things	happen_to
failure	hold_back
legislation	stop_pollution
audience	experience_concert
humans	change
ovens	brown_bread
cook	bread_chicken
farmers	gather_crops
smoke	cloud_sky
gardeners	garden_backyards
george	fix_piano
cat	scratch_furniture
attackers	storm_fortress
lying	cost_job
anyone	play_fool
person	fly_helicoptor
animals	procreate
person	master
person	spear_fish
movie	end_sadly
soda_can	explode
sailors	sail_ships
visitors	appear_unexpectedly
windex	clean_windows
which_lives	die
friend	talk_to
robber	case_target
rooster	rule_roost
taxi	tail_car
roads	branch_off
nose	sense_smell
people	act_crazy
modems	stream_data
kid	throw_tantrum
fact	destroy_beliefs
anyone	share_smile
people	race_cars
dash	continue_word
one_thing	recycled_boxes
student	fool_professor
match	light_candle
microphone	record_sound
president	head_company
services	cost_money
scissors	part_paper
child	mind_manners
football_team	score_touchdowns
one	thank_god
teacher	allow_joking
policeman	direct_traffic
only_people	understand_facts
president	sign_bill
child	quiet_herself
recipient	thank_giver
newspaper	announce
humans	digest_fat
phone_company	touch
librarian	locate_information
place	become_hot
coach	lead_team
rubbing_skin	cause_blisters
breathing	require_oxygen
person	use_break
detective	case_building
new_evidence	free_prisoner
b	follow
cats	has_cheeseburger
new_law	increase_taxes
parcel_service	ship_packages
closest_friends	break_heart
botanists	study_plants
recycle	sort_junk
repairman	attempt_repair
person	expect_worst
situation	turn_bad
voters	tie_election
humans	voice_opinions
one	celebrate_birthday
twins	dress_alike
humans	finish_race
birds	fear_cats
criminals	serving_time
beautiful_day	delight_senses
carpenter	thin_wood
traveler	near_destination
ali	gather_money
jockey	lead_horse
kitten	melt_heart
tiredness	cloud_judgment
ufos	glow
author	write
hunter	use_gun
clouds	awe_inspiring
geese	fly
person	build_computer
living_things	procreate
hand	cup_breast
hunter	clean_gun
plumbing	get
teacher	share_idea
wood	petrify
blacksmith	shoe_nag
researcher	present_findings
murderer	kill
few_successes	build_confidence
everyone	do_well
seeker	gain_enlightement
person	take_bus
penis	ejaculate
tape_recorder	record_conversation
mechanics	winter_cars
2.54_pounds	equal_kilo
bodyguard	guard_person
black	become_white
aircraft	drop_bomb
with_knife	quarter_apple
person	appear_angry
drinkink_alcohol	make_happy
poison	kill_rats
students	dislike_study
smelly_feet	smell_bad
pets	visit_veterinarians
gardener	pick_berries
teachers	teach_discipline
dig_hole	use_shovel
children	reply_no
people	eat_apples
secretary	page_clerk
stockbroker	trade_equities
knives	cut_onions
parent	give_scolding
religious_organisation	own_church
actor	act_poorly
catchy_tune	hit_charts
police_dogs	find_drugs
people	crowd_bus
stock	trading_high
bridge	bridge_river
cop	direct_traffic
workers	feed_people
smartaleck	reply_sarcatically
workers	hurry
hands	cup_chin
radical	father_revolution
teacher	sense_misunderstanding
elderly_people	remember_youth
salesman	sell_products
hotel	book_room
laundress	airing_sheets
music	quiet_babies
preacher	shout_halleluia
train_seats	reclined
tutors	further_learning
window	break_easily
torpedo	sink_ship
lumberjack	saw_trees
water	wet_clothes
flower	delight_person
trucks	pull_cars
elevators	lower_people
debutant	marry_well
santa	present_gifts
mail_program	forward_email
dog	wear_sweater
guns	take_life
electric_current	charge_battery
artist	paint
lovers	trade_glances
person	water_plant
stock_brokers	trade_stocks
carelessness	increase_risk
machine	sew_seam
humans	feel_emotions
teacher	help_student
child	read_book
adult	work
performer	dance
yogurt	spoil
rubbing_skin	cause_pleasure
money	get_things
water	extinguish_fire
nun	pray
lightbulb	light_room
people	value_others
david	head_home
database	number_collection
shit	smell_nasty
sperm	seed_embryo
emacs	save
mirror	reflect_images
sailor	man_battlestations
distracted_students	fool_around
physics	explain_rainbow
salesman	service_account
doctor	order_medicine
child	experience_wonder
humans	lie_to
waiter	clear_table
people	use_drugs
brain	splatter
sick_person	take_medicine
programmers	write_specifications
bartender	mix_drink
glazier	glass_window
person	wash_dog
drugs	cause_accidents
people	forget_things
most_birds	fly
cable	connect
vanity	accompanies_arrogance
maid	air_bedclothes
people	care_less
singer	hit_note
cannibals	cook_human
gift	please_person
one	divide_all
magicians	produce_rabbits
surgeon	attempt_surgery
informed_person	supply_answers
people	smell_grass
interest	increase_wealth
lamps	shine_brightly
child	explain_actions
gas	expand
grocer	stock_product
soldier	arm_himself
carpenter	use_chisel
thing	fall_down
singers	create_music
musician	play_guitar
child	start_crying
humans	make_love
person	see_painting
potheads	smoke_marijuana
animals	sense_rain
coffee	spot_fabric
squrels	gather_nuts
waiter	serve_meal
battery	power_calculator
postman	ring_doorbell
fear	confuse
bird	build_nest
meditation	quiet_mind
studio_pedestal	hold_canvas
nazi	commit_genocide
person	own_car
doctoral_candidate	complete_dissertation
teachers	school_children
vacuum_cleaner	short_out
disenfranchised_teenagers	joining_cults
water	fill_reservoir
gardener	hill_potatoes
students	entering_classroom
bodyguard	guard_celebrity
traffic_cop	fine_miscreant
dressing_nice	impress_friends
magnetic_fields	move_electrons
defense_attorney	ready_case
stranded_person	need_ride
thief	trigger_alarm
principal	supervise_teachers
storms	produce_hail
tree	shade_lovers
whole_team	lend_hand
chef	cook_egg
child	play_recorder
school	major_pain
chef	cook_poorly
soldier	follow_instructions
tortoise	race_hare
farmer	farm_corn
person	feel_embarrassed
people	control_automobiles
cloud	cover_sun
soldiers	storm_building
sick_people	battle_disease
contestant	answering_question
machinist	machine_parts
another_person	side_with
bernard	captain_ship
car	bottom_out
person	piece_meat
food	prevent_starvation
moms	cook_cookies
policemen	fine_motorists
people	box_things
smiling	mean_happiness
war	bring_freedom
lawyer	object_statement
dragonfly	fly
cook	bone_fish
people	return_favours
neurotic_terrier	sound_alarm
hairdryer	dry_hair
spider	spin_webs
president	meeting_students
people	laugh_jokes
adult	drive_train
little_sisters	bug_brothers
rainy_roads	cause_accidents
cats	eat_mice
crooked_businessman	cook_books
mouse	eat_rice
cat	vomit
one	human
dog	follow_scent
watchdog	spot_danger
squirrels	store_nuts
child	touch_cat
poison	kill_living
shoplifeting	anger_shopkeeper
being_breathless	feels_bad
people	say_ouch
vexatious_litigant	ill_tempered
tool	help_person
we	milk_cows
passengers	board_ship
musical_performance	follow_lecture
clerk	box_gift
getting_drunk	cause_forgetfulness
iron	rust
criminal	fear_retribution
generator	power_house
icing	letter_cake
people	question_authority
antibiotics	fight_disease
fork	hold_things
police_officer	fine_offender
guest	order_drink
poker_player	deal_cards
box	hold_things
cord	trip_person
ears	sense_sound
gardener	seed_garden
car	start_running
actors	sign_autographs
person	winding_watch
actors	remember_lines
shop	ship_goods
plan	further_goals
guilty_person	face_music
veterinarian	fix_cat
money	buy_almost
humans	seed_stars
humans	move_objects
toys	delight_babies
people_believe	read_minds
praise	fitting_reward
police_officer	stop_driver
bear	mother_cubs
mosquito	bug_people
loving_person	receive_love
politician	duck_issue
new_idea	cloud_issue
farmer	seed_crop
kiss	last_forever
soldiers	form_formation
soldier	shoot_enemy
vexatious_litigant	waffle
humans	run
visitor	ring_doorbell
car	become_dirty
salesman	close_sale
police	arm_themselves
waves	continue_indefinately
eastener	board_train
children	walk
santa	give_presents
fishermen	catch_trout
grandmother	mail_letter
tablecloth	cover_table
people	ride_rollercoasters
sometimes_people	right_wrong
authors	complete_writing
bankers	lend_money
folks	dance'til_dawn
athlete	play_sport
child	needle_parent
oregano	season_sauce
pastor	offer_solace
time	age_wine
cat	chase_tail
fans	crowd_concert
kid	join_dots
owls	catch_mice
newspaper	spread_news
clerk	ship_package
shepherd	count_sheep
child	dress_doll
electric_toothbrush	rechargable
temperature	drop_rapidly
water	douse_fire
person	trust_authority
paint	coat_canvas
something_you	make_pass
god	still_oceans
styles	draw_attention
head	ache
person	miss_train
antagonist	needle
sleepers	dream_ideas
people	experience_anguish
pilot	fly_jet
penecillin	fight_infection
musician	hear_sounds
numbers	substracted
body_paints	decorate_legs
huband	miss_wife
homeowner	mow_lawn
ball	break_window
kids	open_door
children	fly_kites
rats	spread_disease
horse	passing_field
animals	gay
anyone	stay_here
roses	smell_nice
toaster	brown_toast
welldoing	bring_happiness
people	become_old
student	complete_exam
misunderstanding	cause_stigma
shoestring	circle_finger
hair	feel_greasy
pregnant_woman	gain_weight
rain	water_garden
religion	addicitive
person	inspire_love
teenagers	plan_parties
teacher	explain_question
prolific	increase_output
