nun	priest
highland	lowland
magazine	book
noble	commoner
untenable	habitable
dextrorotatory	levorotatory
sempai	kohai
infimum	supremum
innocuous	nocuous
lovesome	hatesome
poison	medicine
away	available
unfasten	zip
disdain	reverence
feel	think
christmas	summer
nonwarlike	warlike
microparticulate	macroparticulate
anglophobia	anglophilia
graspable	unintelligible
polyarchist	monarchist
nonoptionally	facultatively
chromatophobia	chromatophilia
underfire	overfire
rum	coke
devive	revive
button	zipper
difference	identity
redward	blueward
venial	mortal
unconstitutionally	constitutionally
loyal	treacherous
flippant	serious
snow	sun
button	unbutton
travel	staying
unvalidated	validated
city	village
chair	relaxer
convex	concave
fapper	fapstronaut
javaee	javame
doctor	patient
uneditable	editable
remorseful	unremorseful
plummet	ascend
jingoistic	unjingoistic
anaerophyte	aerophyte
point	middle
euphemism	expletive
stenotopic	eurytopic
print	hand
earthian	alien
landward	burghal
selfward	otherward
prosocial	antisocial
senile	juvenile
accidentally	intentionally
family	single
eradication	radication
remember	forgot
anthumous	posthumous
hetero	iso
abience	adience
postclassically	anteclassically
manners	behavior
landing	takeoff
inaction	action
gcd	lcm
hardcovered	paperback
reionize	ionize
courteous	discourteous
upswing	downswing
yes	negative
concrete	discrete
betterness	worseness
egoism	altruism
xenophobia	xenophilia
lenition	fortition
continental	british
static	dynamic
tune	false
merchantable	unmerchantable
arise	lie
nascent	moribund
limelight	hidden
fail	exam
outgoing	introverted
perishable	imperishable
sharpen	blur
stop	going
unvanquishable	vanquishable
outflux	influx
wood	fire
heavy	lite
ffb	bt
crime	justice
falsity	truth
inexperiencedly	experiencedly
extreme	close
normal	ill
meaningful	meaningless
steal	donate
cold	prepared
get	lose
memory	forgotten
destructive	productive
maghreb	levant
power	impotence
chord	note
volcel	incel
green	cloy
play	work
elect	usurp
encipher	decipher
lissencephalic	gyrencephalic
translatability	untranslatability
doll	soldier
aboveness	belowness
miss	hit
postamble	preamble
inaptitude	aptitude
anopia	sight
benediction	malediction
dyeable	undyeable
no'm	yes'm
isosyllabic	anisosyllabic
passivise	activise
thrillsville	dullsville
functional	dysfunctional
nonexponential	exponential
untranslocatable	translocatable
dark	light
outbond	inbond
often	seldom
orthoepy	cacoepy
clutter	unclutter
platypnea	orthopnea
ahermatypic	hermatypic
logophobic	logophilic
technopositivism	technoskepticism
lack	having
arise	go
describableness	undescribability
once	times
objectivism	subjectivism
fancy	plain
infinitesimal	enormous
reproducible	irreproducible
depart	live
mindfulness	mindlessness
born	dying
yummy	yucky
shoreward	lakeward
zygokrotaphic	stegokrotaphic
opaque	transparent
seldom	often
stationary	changing
birthday	death
waste	use
dreamable	undreamable
much	few
conus	oconus
incomprehension	comprehension
bottom	top
castle	shack
beforesaid	following
listen	talking
unrepentant	repentant
unreactive	reactive
animosity	peace
intransitive	transitive
cake	cream
upriver	downriver
nature	indoors
private	general
woodiness	nonwoodiness
look	ignore
frequently	infrequently
scalable	unscalable
silence	noise
semantic	antisemantic
overstate	understate
westside	eastside
hueful	hueless
flasher	kolpophobe
depathologize	pathologize
endoparasitoid	ectoparasitoid
fresh	stale
intelligible	unintelligible
myofascial	nonmyofascial
wired	wireless
horsefeathers	spats
city	suburb
hypercarbia	hypocapnia
enemy	ally
hyperchlorhydria	hypochlorhydria
person	put
care	ignore
unthinkable	thinkable
paper	scissors
pay	earn
combinative	partitive
music	tunes
daltonide	berthollide
yea	no
bathos	nadir
calm	anger
overbind	underbind
prewar	postwar
decode	encode
apollonian	dionysian
cry	laughing
postprandial	preprandial
support	oppose
deficiency	excess
incalculably	calculably
unilingual	multilingual
continent	australia
abolish	establish
calm	stormy
continuous	discontinuous
last	first
optionally	mandatorily
square	round
dioecious	synoecious
necessary	useless
approve	disapprove
underhold	overhold
fixation	movement
vaccination	illness
chastity	promiscuity
mistake	success
monomath	polymath
rent	free
revere	contemn
combinability	uncombinability
drive	stop
hand	part
call	respond
concur	disagree
anergy	synergy
plenum	vacuum
arrive	leave
vengeance	reconciliation
rightie	leftie
exercise	potato
contemn	venerate
brachyfacial	dolichofacial
anonymous	onymous
opponent	team
drop	picking
foe	friend
possible	impossibility
thick	slender
centumization	satemization
flimsy	robust
carry	put
unfairly	fairly
merry	sad
dialogue	trialogue
kind	unkind
coffee	tea
talk	yell
divisibility	indivisibility
underassessment	overassessment
quanta	qualia
heterosex	homosex
pain	joy
effect	cause
aren't	are
secular	cyclical
jingoist	pacifist
charming	dull
man	lady
crystallographic	noncrystallographic
filterable	unfilterable
together	apart
wood	steel
immodestly	modestly
traditional	nontraditional
gig	small
amnesic	nonamnesic
ordinary	fancy
feed	starve
deflagration	detonation
prosperity	poverty
evangelical	antievangelical
dissimilitude	similitude
heteronucleotide	homonucleotide
background	prominent
thickness	acuity
unenergetic	energetic
googleable	ungoogleable
fervid	frigid
sagittarius	gemini
conceal	uncover
aweless	awesome
broachable	unbroachable
amusable	unamusable
being	nonexistence
hesitative	unhesitative
modern	obsolete
pony	big
conceivable	inconceivable
strong	weak
divestment	investment
domain	codomain
postcursor	precursor
transgender	cisgender
flexibility	stiffness
disunity	unity
enjoy	dislike
patience	impatient
stroked	unstroked
cake	cookie
uninflectedness	inflectedness
normocaloric	hypercaloric
work	nothing
catalyst	inhibitor
geocentric	heliocentric
infidelity	loyalty
wrought	unwrought
accelerate	retard
thick	clear
eurytherm	stenotherm
unholy	holy
fathomable	unfathomable
rabbit	turtle
subscript	superscript
worthless	worthwhile
went	came
disappearance	appearance
fell	remained
respect	belittlement
opaque	clear
innocence	guilt
indivisibility	unmergeability
insubstantial	substantial
smoothness	roughness
expel	impel
vague	definite
imprudent	reasonable
fainthearted	steadfast
food	drink
extramental	intramental
uninformative	informative
noise	music
enough	too
testamentary	nontestamentary
help	hurting
antimarket	promarket
trick	play
unshakable	shakable
civil	uncivil
metal	wood
preserve	throw
honour	shame
unattainable	attainable
ear	eyes
anglophilia	anglophobia
elect	impeach
descriptivism	prescriptivism
pet	animal
other	same
clemency	inclemency
alone	people
epistrophe	anaphora
woman	person
dysthymia	euthymia
postconsonantally	postvocalically
rollback	containment
atheophobic	theophobic
messy	neat
scarcity	copiousness
neighbour	remote
unairworthiness	airworthiness
upgradient	downgradient
avoidable	unavoidable
unergative	transitive
finish	beginning
innocence	harmfulness
decide	indecisive
undermanned	overmanned
born	death
applied	pure
overread	underread
move	stationary
divorced	engaged
divided	united
break	mend
field	bat
hypercapnia	hypocapnia
some	much
garbage	artifact
much	scarce
oversquare	undersquare
photonegative	photopositive
ulterior	prior
bradypnea	tachypnoea
princesslike	unprincesslike
thick	unacquainted
ectophagous	endophagous
egest	ingest
phony	genuine
derogate	exalt
reducible	increasable
with	alone
addition	exclusion
absence	existence
heel	forward
uncritical	critical
well	badly
springy	unspringy
lady	man
ulotrichous	leiotrichous
settleable	floatable
reptile	mammal
philia	phobia
hail	rain
comproportionation	disproportionation
current	news
next	before
conservation	wasting
dance	wall
educate	ignorize
privateness	publicness
ear	nose
sadistic	masochistic
dignify	demean
enhancement	dehancement
humidify	dehumidify
care	neglect
backwards	forwards
behind	before
laugh	frown
obedience	violation
dad	mommy
satisfaction	unhappy
docile	perverse
flightless	volant
reverence	blasphemy
buy	disbelieve
bury	up
damageful	damageless
debigulate	embiggen
artificially	naturally
generate	annihilate
night	brightness
retrogress	progress
stick	hit
dinner	breakfast
original	remake
away	near
harm	heal
pizzicato	arco
sterile	unsterile
touch	feel
dreamer	realist
romanophile	romanophobe
distinguishability	indistinguishability
exceed	subceed
resolute	irresolute
zoon	zooid
amenable	unamenable
rain	sun
indoorsy	outdoorsy
chair	couch
repentant	unrepentant
btoa	atob
inattentive	vigilant
space	time
recoverable	irrecoverable
infringement	noninfringement
intelligence	dumbness
smash	feel
signal	noise
general	particular
adhesion	cohesion
empty	full
monometric	polymetric
christian	corrupt
must	can
condolences	congratulations
bailin	bailout
steamer	fryer
unascertainable	ascertainable
biodilution	biomagnification
uncompromising	flexible
citizen	illegal
street	alley
unperceptive	perceptive
nondrying	drying
hypoglycemia	hyperglycemia
forbidding	welcoming
royalist	republican
euphoria	dysphoria
action	inaction
fall	ascent
reply	ask
underkill	overkill
bull	cow
unforgettable	forgettable
systematic	haphazard
incorrectness	correctness
westmost	eastmost
by	main
deiseal	widdershins
person	group
surprise	already
afternoon	before
postprocesses	preprocesses
paripinnate	imparipinnate
incombustibility	combustibility
smoke	air
stable	unbalanced
thinking	unthinking
demangled	mangled
downhill	uphill
misanthropist	altruist
manners	rudeness
receive	giving
theory	practice
filtered	unfiltered
sharp	unobservant
chute	ladders
detractor	supporter
hypernymous	hyponymic
work	day
crop	expand
ask	reply
allow	deny
regret	joy
verifiable	falsifiable
contractible	noncontractible
facing	trailing
borrasca	bonanza
vertical	horizontal
learning	teaching
diurnal	nocturnal
polish	scuff
topical	systemic
xenophile	xenophobe
farctate	hollow
right	left
impoverish	enrich
man	woman
consecrate	desecrate
consolation	prize
subphysiological	superphysiological
fear	safety
demand	request
hope	hopelessness
man	people
passability	impassability
science	history
australize	septentrionate
sleep	stay
born	dead
apoapsis	periapsis
maiden	master
cake	nice
logout	login
married	single
ungenuine	genuine
sit	getting
hire	sack
box	circle
exonym	endonym
river	sea
lady	gent
stoppable	unstoppable
three	third
unremarkable	remarkable
let	tell
familiar	strange
undefeated	winless
bellicose	pacific
on	off
liability	asset
downtoner	intensifier
any	specific
counterclockwiseness	clockwiseness
macrophysiological	microphysiological
direct	indirect
reply	ignoring
aerodyne	aerostat
supergene	hypogene
hackable	unhackable
decrypter	encrypter
macroinvertebrate	microinvertebrate
ally	enemy
armenophilia	armenophobia
feasible	unfeasible
tenable	untenable
unpolished	refined
meadow	forest
verbosely	tersely
epicure	tasteless
wallet	phone
friend	foe
stone	sticks
top	foot
limitation	illimitation
foreshift	backshift
ed	less
hyperkalemic	normokalemic
tumah	taharah
unitable	separable
village	city
underdress	overdress
euphony	cacophony
polymerization	depolymerization
contents	index
men	lady
most	least
daughter	son
imitative	creative
student	professor
postpone	prepone
water	fire
unmaidenliness	maidenliness
imitable	inimitable
flow	ebb
antecedent	consequent
nondeterminism	determinism
geocentrism	heliocentrism
modesty	lack
fish	fowl
relation	general
busy	doing
supernaturalist	naturalist
eat	throw
ruleless	regulated
drain	up
knightlike	unknightly
ruiner	constructor
aggregate	segregate
boy	girl
capsulate	acapsulate
destroy	fix
fitness	weakness
miss	title
boy	sister
exercise	slacking
humanly	inhumanly
simplex	complex
downturn	upturn
stony	warm
dewikify	wikify
normocaloric	hypocaloric
ready	unready
creditable	unbelievable
inmigration	outmigration
never	forever
endovert	exovert
resinous	vitreous
bibliophobe	bibliophile
slip	balance
solvency	insolvency
ranchman	ranchwoman
steam	condensate
fainthearted	stouthearted
paper	plastic
discover	lose
calm	stressed
deal	rip
chief	indian
midterm	final
desert	ocean
hyperrelativism	hyperabsolutism
damaged	complete
upcurrent	downcurrent
pervy	normophilic
brainiac	dufus
crowd	two
law	unlawful
extroversion	introversion
intuitive	nonintuitive
ingenuine	natural
can	bottle
product	service
touch	unfeeling
comfortable	comfortless
ungrateful	grateful
horse	pony
hereinbefore	hereinafter
drive	parked
justification	condemnation
worldly	naive
analogly	digitally
monolithic	modular
outside	inside
overclassify	underclassify
shock	surprised
townie	cocky
midnight	noon
call	email
virile	nonvirile
authoritarian	liberal
rheopectic	thixotropic
acrimony	peace
few	many
divorcer	divorcee
paint	erase
modest	proud
wrongful	rightful
bread	water
initiative	noninitiative
positivism	antipositivism
inhale	exhale
prosuicide	antisuicide
actifan	passifan
entopic	ectopic
flexible	intransigent
anabasis	catabasis
politician	man
experience	novice
either	all
unkindly	kindly
prove	demonstrate
call	response
desk	chair
incrementation	decrementation
capital	minuscule
beverage	food
important	petty
abductive	deduce
brotherlike	unbrotherly
develop	destroy
build	decrease
specifics	generalities
break	work
deceleration	acceleration
division	times
beggar	man
nonabrasive	gritty
vacuum	plenum
outerweb	innerweb
postamble	prologue
destructible	indestructible
ball	square
lopsided	even
aerobic	anaerobic
nothing	all
preserve	let
thoughtlessness	thoughtfulness
youth	elder
philosopher	nonphilosopher
customer	salesman
lack	plenty
ultrasound	infrasound
work	rest
expected	unexpected
natural	aberrant
endosomatic	exosomatic
northerly	auster
hypofunction	hyperfunction
talk	listen
morning	night
nature	artificial
hypoosmolar	hyperosmolar
lan	wan
bride	bridegroom
perdifoil	evergreen
taste	bland
manhood	womanhood
soft	sensible
radiolucent	radiopaque
creditor	debtor
sane	insane
unreadableness	decipherability
hypothermia	hyperthermia
warmth	coldness
deactualization	actualization
poor	rich
footstep	print
plant	rock
depend	july
fish	mammal
across	crossword
d	r
desacralization	sacralization
frequency	period
mediately	directly
science	faith
sharp	flat
complementarian	egalitarian
corn	vegetable
electropositive	electronegative
corn	agricultural
satisfy	dissatisfy
windward	leeward
division	together
zealous	unenthusiastic
trosseno	doogheno
berthollide	daltonide
face	mouth
unfold	fold
polyhydramnios	oligohydramnios
copolar	contrapolar
inexpressible	expressible
portrait	profile
unintelligibly	intelligibly
upvote	downvote
araucarian	ximenean
brexiteer	remainiac
infidelity	fidelity
law	crime
phaneritic	aphanitic
shoe	barefoot
activity	inactivity
rigid	moving
infrequently	frequently
duty	right
enter	leave
fiction	truth
incorrigible	corrigible
owner	possessed
extrinsic	inherent
have	has
latter	aforementioned
underload	overload
thong	men
validly	invalidly
wholly	partly
quality	shoddy
jsp	jsf
hypermetropy	myopia
around	far
liar	teller
curved	straight
bear	tigers
disincentivize	incentivize
numerable	uncountable
gasogenous	liquidogenous
comparable	incomparable
prochronistic	parachronistic
roman	oblique
distinguishable	confusable
levator	depressor
mandatory	advisory
unbothered	bothered
confirm	deny
depopulate	populate
spiceful	bland
never	continually
owe	have
tribalism	cosmopolitanism
countable	uncountable
aphesis	apocope
inauspiciousness	propitiousness
empirical	nonempirical
imparisyllabic	parisyllabic
marginalisation	integration
monoprocessor	multiprocessor
possession	absence
need	wants
once	many
abideable	insupportable
pejorative	eulogistic
put	get
narrow	broad
satisfy	disappoint
neighbour	stranger
escape	imprison
downwardly	upwardly
flooded	uninundated
prefrontal	postfrontal
purify	defile
late	time
dysphemism	euphemism
slight	respect
indigence	affluence
ritardando	accelerando
verity	untruth
impatiently	patiently
predrilling	postdrilling
youth	oldness
antebellum	postbellum
plan	unplanned
initially	finally
benthic	planktonic
shortsightedness	hypermetropia
surcharge	discount
supervised	unsupervised
mistake	being
heaviness	lightness
identical	contrasting
home	away
multisyllabic	monosyllabic
allow	prohibit
acrogynous	anacrogynous
upwards	downward
turn	straight
pompous	humble
mailman	mailwoman
plastic	genuine
overprotective	underprotective
labialize	delabialize
services	goods
unquantified	quantified
find	lose
heathendom	christendom
compatible	noncompatible
cross	happy
legal	rules
rap	rock
dirt	clean
reply	receive
invisibility	visibility
poor	good
enemy	allied
captain	crew
purpose	accident
timorous	daredevil
antisensationalism	sensationalism
surprise	knew
violent	peaceful
available	unavailable
march	february
inhibited	uninhibited
aweless	awful
malevolently	benevolently
extermination	life
increase	decline
treasure	despise
obedience	control
considerable	negligible
injure	benefit
desinicization	sinicization
please	thank
nocebo	placebo
calm	frantic
feckless	effective
fruit	veggie
thixotropic	rheopectic
birthday	birth
declinable	indeclinable
deteriorate	revamp
wan	lan
contrite	attrite
unrealisticness	realisticness
monophonic	stereophonic
clear	hazy
enforceable	unenforceable
inaudibly	audibly
popular	anonymous
fantasy	reality
coherent	incoherent
generalisation	specialisation
xenno	xenna
express	delivery
furnish	out
unswervingly	swervingly
fill	empty
constitutionally	unconstitutionally
global	domestic
work	relax
humidifier	dehumidifier
archist	anarchist
evening	afternoon
unpacker	packer
broad	narrow
original	copy
slope	flat
mankind	whole
clear	obscure
deep	narrow
taharah	tumah
answer	question
inaequihymeniiferous	aequihymeniiferous
dollar	coin
overloading	overriding
unchallenging	challenging
ocnophil	philobat
cotton	wool
absolutist	relativist
exceptionally	categorically
man	person
zenith	nadir
crowd	many
cheap	steep
possible	impossible
arrive	departure
monotypic	polytypic
obvious	unobvious
euroskeptical	europhile
dance	sing
nearsightedness	hypermetropia
crapfic	goodfic
whoa	giddap
antioxidant	oxidant
illiteracy	literate
ingesta	egesta
captain	deckhand
foreword	conclusion
overpay	underpay
fact	belief
bring	leave
upfield	downfield
utriculofugal	utriculopetal
devil	angel
ensmallen	embiggen
size	bigness
kooky	straight
unpretentious	pretentious
invisibly	visibly
coal	fluid
rhymable	unrhymable
microliterature	macroliterature
violate	obey
genderless	genderized
imprudent	prudent
visibility	hiddenness
intra	inter
obey	disobey
manners	rude
overvolt	undervolt
rice	potato
combination	division
prooxidative	antioxidative
conservation	silence
chav	chavette
unalterable	changeable
unplug	plug
displeasure	ease
relevancy	irrelevancy
defunction	birth
listen	speaking
impurity	purity
outermost	innermost
run	slowly
advance	backward
dance	nice
expense	cheap
concordant	discordant
beauty	ugliness
menseless	menseful
nonreactionary	reactionary
shoe	glove
profit	debt
soap	shampoo
apparent	inapparent
ankle	wrist
faultlessness	faultfulness
independence	dependence
pressurise	depressurise
obtuse	pointed
recession	boom
scorpio	taurus
away	online
dress	suit
post	ante
tree	nice
slow	fast
imprecise	precise
heel	babyface
centralisation	decentralisation
fall	up
expire	inspire
aftergame	foregame
succeeding	preceding
advehent	revehent
noromo	shipper
formal	informal
fight	hugging
nonconsecutive	consecutive
arise	descend
employ	redundant
virtue	sin
foresound	aftersound
kooky	uneccentric
meat	drink
apposite	inapposite
ophidiophobia	ophidiomania
real	imaginary
underpriced	overpriced
noteful	unnoteful
famous	obscure
marriage	divorce
flow	stagnate
tail	head
upcoast	downcoast
univocal	ambiguous
noble	ignoble
homodirectional	heterodirectional
stitch	cut
heterology	homology
deliver	receiving
piece	complete
ashamed	proud
capricorn	cancer
often	occasionally
swallow	up
deconsecrate	consecrate
except	including
obfuscatable	unobfuscatable
brat	well
creator	destroyer
leave	back
repeat	do
theophilic	theophobic
freeman	slave
cliffhanger	anticlimax
egoic	nonegoic
pseudoscientist	scientist
commensurable	incommensurable
heterological	autological
unseemly	seemly
singular	plural
dehancement	enhancement
monohull	multihull
sand	rock
polysyndeton	asyndeton
curve	straight
elect	vote
fissionable	nonfissionable
foeship	friendship
solution	problem
hypotrabeculation	hypertrabeculation
fatigue	peppy
nonviolent	violent
foreseeability	unforeseeability
afford	expensive
disclose	withhold
organization	disarray
hang	let
dodgeable	undodgeable
progressive	conservative
organize	make
finite	unlimited
ostiolate	nonostiolate
redecraft	handcraft
ruiner	builder
gratify	anger
cautiously	incautiously
metal	wooden
impossibly	possibly
downslide	upswing
sportsmanly	unsportsmanlike
flux	stasis
nonresponsive	responsive
unsuccessfully	successfully
partnerial	adversarial
ordinary	strange
earlywood	latewood
tree	bush
fat	slim
industrial	nonindustrial
chic	unstylish
solidity	instability
combine	separate
alkalify	acidify
antipathy	sympathy
unshift	shift
possibilist	actualist
postprocessing	preprocessing
solipetal	solifugal
following	leading
apolune	perilune
bring	give
fretless	fretted
god	evil
hyperbilirubinemia	hypobilirubinemia
masturbator	fapstronaut
cost	benefit
sadism	masochism
overhand	underhand
universalist	particularist
hyperploid	hypoploid
clever	clumsy
mist	storm
oxymoron	pleonasm
card	announcement
propel	rest
recent	old
eight	seven
organize	mess
reformable	unreformable
air	earth
dishonesty	tee
heliocentric	geocentric
unlucky	lucky
ribosomally	nonribosomally
siblinged	only
possible	unlikely
interesting	boring
unfordable	fordable
alacrity	reluctance
appear	vanishing
hot	chilled
disadvantage	advantage
smoke	mist
polygamy	monogamy
annihilation	generation
describableness	undescribableness
oil	vinegar
hide	reveal
glut	lack
moment	eternity
sensitive	resistant
americanism	briticism
destroy	repair
mediately	immediately
soup	solid
animal	man
unable	able
beforehand	afterwards
hauriant	urinant
irritation	calm
production	nonproductive
water	oil
irreplaceability	replaceability
duck	chicken
upstyle	downstyle
downsample	upsample
modifiable	unmodifiable
chord	discord
jargon	speech
arrow	bow
unimprisoned	imprisoned
swim	drowning
turn	stand
attentive	inattentive
recalcitrant	compliant
lot	little
macrodissected	microdissected
swallow	throw
heat	conditioning
used	unused
heteroepitaxy	homoepitaxy
domina	slave
calm	agitated
seek	hide
thankful	thankless
dethronize	inthronizate
rain	sunshine
univorous	multivorous
stench	aroma
control	let
disjoint	overlapping
earthican	alien
modesty	extravagance
materiality	immateriality
noncreationary	creationary
obvelation	revelation
develop	regress
cheapskate	spendthrift
analog	digital
extend	compress
sky	water
exoenthalpic	endoenthalpic
veracious	false
maximize	minimize
gain	reduce
substratophobe	substratophile
semidry	semiwet
cut	join
daytime	evening
implicit	explicit
loyalist	patriot
loyal	fickle
disobey	obey
inhumanly	humanly
unispore	plurispore
detrimental	beneficial
destructive	nondestructive
governable	ungovernable
marry	being
airworthiness	unairworthiness
friendship	enemy
popular	liked
homodiploid	heterodiploid
poppable	unpoppable
adulthood	childhood
negligibly	significantly
incontrovertible	controvertible
unselectability	selectability
conscious	asleep
foldedness	unfoldedness
immutable	mutable
illderly	wellderly
pleasing	unpleasant
activate	disactivate
read	write
chresard	echard
pain	comfort
paleologism	neologism
proatherogenic	antiatherogenic
cheerful	miserable
metaphorically	literally
infrapyramidal	suprapyramidal
library	book
deliver	take
often	infrequently
tight	slack
lucky	unlucky
sophisticated	provincial
name	pseudonym
ultramontane	cismontane
scene	actors
praise	criticize
supportable	insupportable
downstyle	upstyle
fall	standing
fix	break
tarnish	polish
pindownable	unpindownable
reply	send
rechurch	dechurch
sucktastic	fantastic
cheerleader	gloomleader
noncarbonated	carbonated
rememberer	forgetter
discipline	spontaneity
heterodiegetic	autodiegetic
double	half
passéist	futurist
reduce	augment
ruralisation	deruralisation
thick	thin
tragedist	comedist
harm	help
germanophilia	germanophobia
deceit	truth
irresponsibly	responsibly
body	spirit
inegalitarian	equalitarian
abase	exalt
asceticism	hedonism
apex	bottom
cut	sew
creative	annihilative
nls1	bls1
patient	antsy
antiwhiteness	prowhiteness
memory	forgot
bald	faxed
community	noncommunity
intro	outro
intraganglionic	interganglionic
contemptible	respectable
legibility	illegibility
go	stand
unclarifiable	clarifiable
thixotropy	rheopexy
alterable	unalterable
blackwashed	whitewashed
divorced	connected
divisibility	mergeability
orthodoxy	heterodoxy
seller	buyer
felicity	infelicity
deterministic	indeterministic
forepack	backpack
tunnel	bridge
nociceptor	beneceptor
macroeconomics	microeconomics
contract	increase
ill	well
fireman	firewoman
ischemic	nonischemic
night	morning
paper	tree
antipatico	simpatico
corrigible	incorrigible
ful	less
sobriety	drunkenness
merchant	buyer
branch	roots
origin	insertion
god	satan
distinguishable	mistakable
persophilia	persophobia
gun	knife
drop	lift
beatable	unbeatable
oasification	desertification
dignify	humiliate
boreal	austral
native	immigrant
hippophile	hippophobe
unfathomable	penetrable
flirt	belittle
amity	enmity
misanthrope	philanthrope
tribe	loose
unfulfillment	consummation
keepsies	funsies
delevel	level
likely	impossible
degenderize	genderize
protobacco	antitobacco
untidiness	tidiness
security	insecurity
farm	urban
versioned	unversioned
upper	lower
inutility	utility
homogeneity	dishomogeneity
octavate	decimate
exoactive	endoactive
nor	or
gusseted	nongusseted
destroy	make
sharp	dim
observance	misobservance
record	disc
comely	homely
then	now
precocious	serotinous
orad	aboral
evening	night
tobaccophobe	tobaccophile
bolt	nail
threaded	unthreaded
auspicious	inauspicious
metalled	unmetalled
beleaguered	unbeleaguered
scream	remain
goodfic	badfic
smart	bright
thaw	freeze
local	distant
fate	freedom
counterphase	synphase
tradeswoman	tradesman
isomorphic	nonisomorphic
substratomaniac	substratophobe
unovercomeable	overcomeable
slope	downhill
propel	stay
plausibly	implausibly
distinct	confusing
adverb	pronoun
talk	keeping
irresolute	resolute
transformism	abiogenesis
describableness	indescribability
nontipped	tipped
confident	insecure
hot	lifeless
premium	discount
sharp	inelegant
postdrilling	predrilling
balloon	popped
mindlessness	mindfulness
downvote	upvote
current	resistance
difference	likeness
gusseted	gussetless
need	want
stronger	weaker
actual	simulated
eye	ear
moon	sun
smell	taste
younger	elder
underplotted	overplotted
discontinuance	continuance
prolog	epilog
hide	discover
ruiner	producer
ride	drive
subsidy	tax
general	specific
undispellable	dispellable
disharmonize	harmonize
anaptyxis	excrescence
busy	bored
conductive	nonconductive
contemptive	affectionate
euhedral	anhedral
halalize	haramize
anadromous	catadromous
stegokrotaphic	zygokrotaphic
resilient	fragile
cis	trans
exo	endo
debt	credit
underdetermine	overdetermine
affinal	consanguine
existential	noumenal
unjustly	justly
inappropriate	appropriate
autist	allist
average	uncommon
pay	charge
insignificance	significance
bland	tasty
foreigner	patriot
endemic	alien
winter	hot
sea	land
adonist	jehovist
inevitable	impossible
quite	really
scathed	unscathed
irreverently	reverently
profile	portrait
disinfectant	bleach
free	imprisoned
meronymy	holonymy
freshwater	saltwater
banal	original
outdate	update
innocent	guilty
westernmost	easternmost
apathy	sympathy
government	anarchy
surprisedly	unsurprisedly
preserve	destroy
dissimile	simile
divergence	convergence
genitalize	degenitalize
be	was
encephalous	acephalous
capability	inability
foolish	wise
weftwise	warpwise
alienable	inalienable
away	come
nothing	something
carry	drag
weakling	strongling
dys	eu
unedited	edited
exonormative	endonormative
ethical	unethical
dry	wet
faux	genuine
crowd	group
extraforaneous	subtegulaneous
midget	giant
antinode	node
favorable	unhelpful
rich	needy
heterogender	homogender
sea	ocean
truthteller	liar
tragedy	comedy
control	free
philogynist	philandrist
dethronize	inthronize
cold	amiable
flora	fauna
sympathy	contempt
company	loneliness
agony	ecstasy
safe	dangerous
develop	take
shitful	shitless
quality	workmanship
southside	northside
disappoint	overwhelm
disappoint	satisfy
inapparent	apparent
corticopetal	corticofugal
exocardiac	endocardiac
vitreous	resinous
disability	competence
monomodal	multimodal
succeed	fail
post	before
interconsonantal	intervocalic
parasite	mutualism
concern	carelessness
posterior	anterior
beautify	uglify
promise	lie
change	notes
top	below
vilify	praise
endonormative	exonormative
latter	sooner
inspiration	expiration
widow	married
despondent	cheerful
plain	showy
preprocesses	postprocesses
simplex	duplex
true	false
exaggeration	understatement
management	staff
justifiable	unjustifiable
stick	twig
scarce	plentiful
treacherous	loyal
thick	slim
bath	shower
stick	free
exaggerate	belittle
intropunitive	extrapunitive
official	unofficial
previous	next
kinglike	unkinglike
precursor	postcursor
invincible	defeatable
obedient	disobedient
reproducible	unreproducible
waxing	waning
philanthrope	misanthrope
incel	volcel
détente	rollback
sin	virtue
avoidable	inviolable
dead	live
destinate	originate
succubous	incubous
orad	aborad
sexy	unsexy
starboard	port
pedophile	teleiophile
bls1	nls1
trouble	song
lenient	severe
extroitive	introitive
afterglow	foreglow
single	divorced
insurance	risk
dependee	depender
elect	choose
him	spelt
sound	vision
violable	inviolable
antialiasing	aliasing
venerable	contemptible
oversteer	understeer
sufficiency	unsufficiency
fill	emptying
know	clueless
rule	suck
relative	absolute
respect	contemn
monogamy	polygamy
unlikable	likable
upside	downside
eurybathic	stenobathic
dl	ul
move	standing
appear	vanish
younger	old
onscreen	offscreen
airtight	transpirable
gloriful	ungloriful
offensive	inoffensive
poetic	prosaic
intransitivity	transitivity
head	feet
understand	misunderstand
distinct	indistinct
numb	feeling
dodgeable	inevitable
associative	antiassociative
powerful	powerless
hereinafter	heretofore
unenforceable	enforceable
unicore	multicore
wordful	wordless
rush	go
descent	ascent
tin	backwards
neurodivergent	neurotypical
flea	tick
nonbreakable	frangible
existence	nonexistence
field	rink
nonintrusionist	intrusionist
meanness	nobility
allochthonous	autochthonous
proponent	opponent
opportunity	closed
liberal	conservative
cogitable	incogitable
mother	daughter
alone	together
help	hinder
tread	rise
fatalism	indeterminism
northmost	southmost
city	forest
end	er
grave	cradle
probabilistic	deterministic
unsignedness	signedness
tight	badly
hardcore	mild
avoidable	inevitable
dislike	like
hyperopia	myopia
incommensurability	commensurability
unbox	pack
minute	big
anticyclolysis	anticyclogenesis
finite	eternal
mobilise	stabilise
unseen	seen
